Time (Milliseconds),Input (18 C),Temp C
1231152,16.41,14.94
1231203,16.41,14.94
1231254,16.41,14.45
1231305,16.41,14.94
1231356,16.41,14.45
1231408,16.41,14.94
1231459,16.41,15.43
1231510,16.41,14.45
1231561,16.41,14.94
1231612,16.41,14.45
1231664,16.41,14.94
1231715,16.41,14.45
1231766,16.41,14.45
1231817,16.41,14.45
1231868,16.41,14.94
1231920,16.41,14.94
1231971,16.41,14.94
1232022,16.41,14.94
1232073,16.41,14.94
1232124,16.41,14.45
1232176,16.41,14.45
1232227,16.41,15.43
1232278,16.41,14.45
1232329,16.41,14.94
1232380,16.41,14.94
1232432,16.41,14.94
1232483,16.41,14.94
1232534,16.41,14.45
1232585,16.41,14.45
1232636,16.41,14.45
1232688,16.41,14.94
1232739,16.41,14.45
1232790,16.41,14.94
1232841,16.41,14.94
1232892,16.41,14.94
1232944,16.41,14.94
1232995,16.41,14.94
1233046,16.41,14.94
1233097,16.41,14.94
1233148,16.41,14.94
1233200,16.41,14.94
1233250,16.41,14.45
1233301,16.41,14.94
1233352,16.41,14.94
1233403,16.41,14.45
1233455,16.41,14.94
1233506,16.41,15.43
1233557,16.41,14.45
1233608,16.41,15.43
1233659,16.41,14.94
1233711,16.41,14.94
1233762,16.41,14.94
1233813,16.41,15.43
1233864,16.41,14.94
1233915,16.41,14.94
1233967,16.41,14.45
1234018,16.41,14.94
1234069,16.41,15.43
1234120,16.41,14.94
1234171,16.41,14.94
1234223,16.41,15.43
1234274,16.41,14.94
1234325,16.41,14.94
1234376,16.41,14.94
1234427,16.41,14.45
1234479,16.41,15.43
1234530,16.41,14.94
1234581,16.41,14.94
1234632,16.41,15.43
1234683,16.41,14.94
1234735,16.41,14.94
1234786,16.41,14.94
1234837,16.41,15.43
1234888,16.41,14.94
1234939,16.41,14.45
1234991,16.41,14.94
1235042,16.41,14.94
1235093,16.41,14.94
1235144,16.41,14.94
1235195,16.41,14.94
1235247,16.41,14.94
1235298,16.41,14.94
1235349,16.41,14.94
1235400,16.41,14.94
1235451,16.41,14.94
1235503,16.41,14.94
1235554,16.41,14.45
1235605,16.41,14.45
1235656,16.41,14.45
1235707,16.41,14.94
1235759,16.41,14.94
1235810,16.41,14.94
1235861,16.41,14.94
1235912,16.41,14.45
1235963,16.41,14.94
1236015,16.41,14.94
1236066,16.41,14.94
1236117,16.41,14.94
1236168,16.41,14.94
1236219,16.41,14.45
1236271,16.41,14.45
1236322,16.41,14.94
1236373,16.41,14.94
1236424,16.41,14.94
1236475,16.41,15.43
1236527,16.41,14.94
1236578,16.41,14.94
1236629,16.41,14.94
1236680,16.41,14.94
1236731,16.41,14.94
1236783,16.41,14.94
1236834,16.41,14.94
1236885,16.41,15.43
1236936,16.41,14.94
1236987,16.41,14.94
1237039,16.41,14.45
1237090,16.41,14.94
1237141,16.41,15.43
1237192,16.41,14.94
1237243,16.41,15.43
1237295,16.41,14.94
1237346,16.41,14.45
1237397,16.41,15.43
1237448,16.41,14.94
1237499,16.41,14.94
1237551,16.41,14.94
1237602,16.41,15.43
1237653,16.41,14.94
1237704,16.41,14.94
1237755,16.41,14.94
1237807,16.41,14.45
1237858,16.41,14.94
1237909,16.41,15.43
1237960,16.41,14.94
1238010,16.41,14.45
1238062,16.41,14.94
1238113,16.41,14.94
1238164,16.41,14.94
1238215,16.41,14.94
1238266,16.41,14.94
1238318,16.41,14.94
1238369,16.41,14.94
1238420,16.41,15.43
1238471,16.41,14.94
1238522,16.41,14.94
1238574,16.41,14.94
1238625,16.41,14.94
1238676,16.41,14.94
1238727,16.41,14.94
1238778,16.41,14.94
1238830,16.41,14.94
1238881,16.41,15.43
1238932,16.41,14.94
1238983,16.41,14.94
1239034,16.41,15.43
1239086,16.41,14.94
1239137,16.41,15.43
1239188,16.41,14.94
1239239,16.41,14.94
1239290,16.41,14.94
1239342,16.41,14.94
1239393,16.41,14.94
1239444,16.41,14.45
1239495,16.41,14.94
1239546,16.41,14.45
1239598,16.41,14.94
1239649,16.41,15.43
1239700,16.41,15.43
1239751,16.41,14.94
1239802,16.41,14.94
1239854,16.41,15.43
1239905,16.41,14.94
1239956,16.41,14.94
1240007,16.41,15.43
1240058,16.41,14.94
1240110,16.41,14.45
1240161,16.41,14.94
1240212,16.41,15.43
1240263,16.41,14.94
1240314,16.41,14.94
1240366,16.41,14.94
1240417,16.41,14.94
1240468,16.41,14.94
1240519,16.41,15.43
1240570,16.41,15.43
1240622,16.41,14.94
1240673,16.41,15.43
1240724,16.41,14.94
1240775,16.41,14.94
1240826,16.41,14.94
1240878,16.41,14.94
1240929,16.41,14.94
1240980,16.41,15.43
1241031,16.41,15.43
1241082,16.41,14.94
1241134,16.41,14.94
1241185,16.41,15.43
1241236,16.41,14.94
1241287,16.41,15.43
1241338,16.41,14.94
1241390,16.41,14.94
1241441,16.41,14.94
1241492,16.41,14.94
1241543,16.41,14.94
1241594,16.41,14.94
1241646,16.41,14.94
1241697,16.41,15.92
1241748,16.41,14.45
1241799,16.41,15.43
1241850,16.41,14.45
1241902,16.41,14.94
1241953,16.41,14.94
1242004,16.41,14.94
1242055,16.41,14.94
1242106,16.41,14.94
1242158,16.41,15.43
1242209,16.41,14.94
1242260,16.41,15.43
1242311,16.41,14.94
1242362,16.41,14.94
1242414,16.41,15.43
1242465,16.41,14.94
1242516,16.41,14.94
1242567,16.41,14.94
1242618,16.41,14.94
1242670,16.41,15.43
1242721,16.41,15.43
1242772,16.41,15.43
1242823,16.41,15.43
1242874,16.41,14.94
1242926,16.41,14.94
1242977,16.41,14.94
1243028,16.41,14.94
1243079,16.41,14.94
1243130,16.41,14.94
1243182,16.41,14.94
1243233,16.41,15.43
1243284,16.41,14.94
1243334,16.41,15.43
1243385,16.41,14.94
1243437,16.41,14.45
1243488,16.41,14.94
1243539,16.41,14.94
1243590,16.41,15.43
1243641,16.41,14.94
1243693,16.41,15.43
1243744,16.41,15.43
1243795,16.41,14.94
1243846,16.41,15.43
1243897,16.41,14.94
1243949,16.41,14.94
1244000,16.41,14.45
1244051,16.41,14.94
1244102,16.41,14.94
1244153,16.41,14.94
1244205,16.41,14.94
1244256,16.41,15.43
1244307,16.41,14.94
1244358,16.41,14.94
1244409,16.41,15.43
1244461,16.41,15.43
1244512,16.41,14.45
1244563,16.41,14.94
1244614,16.41,14.45
1244665,16.41,15.43
1244717,16.41,15.43
1244768,16.41,15.43
1244819,16.41,15.43
1244870,16.41,15.43
1244921,16.41,14.94
1244973,16.41,14.94
1245024,16.41,14.94
1245075,16.41,15.43
1245126,16.41,14.94
1245177,16.41,14.94
1245229,16.41,14.45
1245280,16.41,14.45
1245331,16.41,14.94
1245382,16.41,15.43
1245433,16.41,14.94
1245485,16.41,15.43
1245536,16.41,15.43
1245587,16.41,14.94
1245638,16.41,14.94
1245689,16.41,15.43
1245741,16.41,15.43
1245792,16.41,15.43
1245843,16.41,14.94
1245894,16.41,15.43
1245945,16.41,14.45
1245997,16.41,15.43
1246048,16.41,14.45
1246099,16.41,15.43
1246150,16.41,14.94
1246201,16.41,14.94
1246253,16.41,15.43
1246304,16.41,14.94
1246355,16.41,14.94
1246406,16.41,15.43
1246457,16.41,14.94
1246509,16.41,15.43
1246560,16.41,14.94
1246611,16.41,15.43
1246662,16.41,14.94
1246713,16.41,14.94
1246765,16.41,14.94
1246816,16.41,15.43
1246867,16.41,14.94
1246918,16.41,14.94
1246969,16.41,14.45
1247021,16.41,14.94
1247072,16.41,15.43
1247123,16.41,15.43
1247174,16.41,14.94
1247225,16.41,14.94
1247277,16.41,15.43
1247328,16.41,14.94
1247379,16.41,14.94
1247430,16.41,14.94
1247481,16.41,14.94
1247533,16.41,14.94
1247584,16.41,14.94
1247635,16.41,14.94
1247686,16.41,14.94
1247737,16.41,15.43
1247789,16.41,14.45
1247840,16.41,14.94
1247891,16.41,14.94
1247942,16.41,14.94
1247993,16.41,15.43
1248045,16.41,14.94
1248096,16.41,14.94
1248147,16.41,14.94
1248198,16.41,15.43
1248249,16.41,14.94
1248301,16.41,15.43
1248352,16.41,14.45
1248402,16.41,14.94
1248453,16.41,14.94
1248504,16.41,14.45
1248556,16.41,14.94
1248607,16.41,15.43
1248658,16.41,15.43
1248709,16.41,14.45
1248760,16.41,14.94
1248812,16.41,14.94
1248863,16.41,14.94
1248914,16.41,15.43
1248965,16.41,14.94
1249016,16.41,15.43
1249068,16.41,15.43
1249119,16.41,14.45
1249170,16.41,14.94
1249221,16.41,14.94
1249272,16.41,15.43
1249324,16.41,14.94
1249375,16.41,14.45
1249426,16.41,14.94
1249477,16.41,14.94
1249528,16.41,14.94
1249580,16.41,15.43
1249631,16.41,14.94
1249682,16.41,14.94
1249733,16.41,14.94
1249784,16.41,14.94
1249836,16.41,15.43
1249887,16.41,14.94
1249938,16.41,15.43
1249989,16.41,15.43
1250040,16.41,14.94
1250092,16.41,14.45
1250143,16.41,14.94
1250194,16.41,14.94
1250245,16.41,15.43
1250296,16.41,14.94
1250348,16.41,14.94
1250399,16.41,14.94
1250450,16.41,14.94
1250501,16.41,15.43
1250552,16.41,14.94
1250604,16.41,14.94
1250655,16.41,14.94
1250706,16.41,15.43
1250757,16.41,14.94
1250808,16.41,15.43
1250860,16.41,15.43
1250911,16.41,14.94
1250962,16.41,15.43
1251013,16.41,14.94
1251064,16.41,14.94
1251116,16.41,15.43
1251167,16.41,15.43
1251218,16.41,15.43
1251269,16.41,14.94
1251320,16.41,14.94
1251372,16.41,15.43
1251423,16.41,14.94
1251474,16.41,15.43
1251525,16.41,15.43
1251576,16.41,14.94
1251628,16.41,14.94
1251679,16.41,15.43
1251730,16.41,14.94
1251781,16.41,14.94
1251832,16.41,14.94
1251884,16.41,15.43
1251935,16.41,14.94
1251986,16.41,15.43
1252037,16.41,15.43
1252088,16.41,14.94
1252140,16.41,14.94
1252191,16.41,15.43
1252242,16.41,14.94
1252293,16.41,14.94
1252344,16.41,15.43
1252396,16.41,15.43
1252447,16.41,15.43
1252498,16.41,15.43
1252549,16.41,14.94
1252600,16.41,14.94
1252652,16.41,14.94
1252703,16.41,15.92
1252754,16.41,15.43
1252805,16.41,14.94
1252856,16.41,14.94
1252908,16.41,14.94
1252959,16.41,14.45
1253010,16.41,15.43
1253061,16.41,14.94
1253112,16.41,14.94
1253164,16.41,15.43
1253215,16.41,15.43
1253266,16.41,14.94
1253317,16.41,14.94
1253368,16.41,15.43
1253420,16.41,14.94
1253471,16.41,15.43
1253522,16.41,14.94
1253573,16.41,14.45
1253624,16.41,14.94
1253676,16.41,15.43
1253727,16.41,14.94
1253778,16.41,15.43
1253829,16.41,14.94
1253880,16.41,15.43
1253932,16.41,14.94
1253982,16.41,14.94
1254033,16.41,14.94
1254084,16.41,15.43
1254135,16.41,14.45
1254187,16.41,14.45
1254238,16.41,15.43
1254289,16.41,14.94
1254340,16.41,14.94
1254391,16.41,15.43
1254443,16.41,15.43
1254494,16.41,15.43
1254545,16.41,14.94
1254596,16.41,15.43
1254647,16.41,14.45
1254699,16.41,15.43
1254750,16.41,14.94
1254801,16.41,15.43
1254852,16.41,14.94
1254903,16.41,14.94
1254955,16.41,14.94
1255006,16.41,14.94
1255057,16.41,15.43
1255108,16.41,14.94
1255159,16.41,14.94
1255211,16.41,14.94
1255262,16.41,14.94
1255313,16.41,15.43
1255364,16.41,14.94
1255415,16.41,14.94
1255467,16.41,14.94
1255518,16.41,14.94
1255569,16.41,14.94
1255620,16.41,14.94
1255671,16.41,14.94
1255723,16.41,14.94
1255774,16.41,14.94
1255825,16.41,14.94
1255876,16.41,15.43
1255927,16.41,14.94
1255979,16.41,15.43
1256030,16.41,15.43
1256081,16.41,14.94
1256132,16.41,14.94
1256183,16.41,15.43
1256235,16.41,14.94
1256286,16.41,14.94
1256337,16.41,14.94
1256388,16.41,14.45
1256439,16.41,15.43
1256491,16.41,14.94
1256542,16.41,14.94
1256593,16.41,14.94
1256644,16.41,14.94
1256695,16.41,14.94
1256747,16.41,14.94
1256798,16.41,14.94
1256849,16.41,14.94
1256900,16.41,14.94
1256951,16.41,14.94
1257003,16.41,15.43
1257054,16.41,14.94
1257105,16.41,14.94
1257156,16.41,14.94
1257207,16.41,14.45
1257259,16.41,14.94
1257310,16.41,14.94
1257361,16.41,14.94
1257412,16.41,14.94
1257463,16.41,14.45
1257515,16.41,14.94
1257566,16.41,14.94
1257617,16.41,14.94
1257668,16.41,14.45
1257719,16.41,14.94
1257771,16.41,14.94
1257822,16.41,15.43
1257873,16.41,15.43
1257924,16.41,14.94
1257975,16.41,14.94
1258027,16.41,14.45
1258078,16.41,14.94
1258129,16.41,14.94
1258180,16.41,15.43
1258231,16.41,14.45
1258283,16.41,14.45
1258334,16.41,14.94
1258385,16.41,14.94
1258436,16.41,15.43
1258487,16.41,14.94
1258539,16.41,14.94
1258590,16.41,14.94
1258641,16.41,14.45
1258692,16.41,14.45
1258743,16.41,14.94
1258795,16.41,15.43
1258846,16.41,14.94
1258897,16.41,15.43
1258948,16.41,14.94
1258999,16.41,14.45
1259051,16.41,14.94
1259102,16.41,14.94
1259153,16.41,14.45
1259204,16.41,14.94
1259255,16.41,15.43
1259307,16.41,14.94
1259358,16.41,14.94
1259408,16.41,15.43
1259459,16.41,15.43
1259510,16.41,14.94
1259561,16.41,15.43
1259613,16.41,14.94
1259664,16.41,15.43
1259715,16.41,14.94
1259766,16.41,14.94
1259817,16.41,14.45
1259869,16.41,14.94
1259920,16.41,14.94
1259971,16.41,14.94
1260022,16.41,14.45
1260073,16.41,14.94
1260125,16.41,14.94
1260176,16.41,14.94
1260227,16.41,14.94
1260278,16.41,15.43
1260329,16.41,15.43
1260381,16.41,14.45
1260432,16.41,14.94
1260483,16.41,14.94
1260534,16.41,14.94
1260585,16.41,15.43
1260637,16.41,14.94
1260688,16.41,14.94
1260739,16.41,14.94
1260790,16.41,14.94
1260841,16.41,14.94
1260893,16.41,14.94
1260944,16.41,15.43
1260995,16.41,14.94
1261046,16.41,14.94
1261097,16.41,15.43
1261149,16.41,15.43
1261200,16.41,14.94
1261251,16.41,15.43
1261302,16.41,14.94
1261353,16.41,15.43
1261405,16.41,14.45
1261456,16.41,14.94
1261507,16.41,14.94
1261558,16.41,14.94
1261609,16.41,15.43
1261661,16.41,14.94
1261712,16.41,14.94
1261763,16.41,14.45
1261814,16.41,15.43
1261865,16.41,14.94
1261917,16.41,14.94
1261968,16.41,14.94
1262019,16.41,14.94
1262070,16.41,14.45
1262121,16.41,14.94
1262173,16.41,14.94
1262224,16.41,14.94
1262275,16.41,14.94
1262326,16.41,14.94
1262377,16.41,14.45
1262429,16.41,14.94
1262480,16.41,14.94
1262531,16.41,15.43
1262582,16.41,15.43
1262633,16.41,14.94
1262685,16.41,14.94
1262736,16.41,14.94
1262787,16.41,14.94
1262838,16.41,14.94
1262889,16.41,14.94
1262941,16.41,14.94
1262992,16.41,15.43
1263043,16.41,15.43
1263094,16.41,14.94
1263145,16.41,14.94
1263197,16.41,14.94
1263248,16.41,14.45
1263299,16.41,14.94
1263350,16.41,14.94
1263401,16.41,14.94
1263453,16.41,14.94
1263504,16.41,14.94
1263555,16.41,14.94
1263606,16.41,15.43
1263657,16.41,14.94
1263709,16.41,14.94
1263760,16.41,14.94
1263811,16.41,14.45
1263862,16.41,14.94
1263913,16.41,14.94
1263965,16.41,14.94
1264016,16.41,15.43
1264067,16.41,14.94
1264118,16.41,15.43
1264169,16.41,14.94
1264220,16.41,15.43
1264271,16.41,14.94
1264322,16.41,14.94
1264373,16.41,14.45
1264424,16.41,14.94
1264476,16.41,14.94
1264527,16.41,14.94
1264578,16.41,14.94
1264629,16.41,14.94
1264680,16.41,14.94
1264732,16.41,14.94
1264783,16.41,14.94
1264834,16.41,14.94
1264885,16.41,14.94
1264936,16.41,14.94
1264988,16.41,14.94
1265039,16.41,14.94
1265090,16.41,14.94
1265141,16.41,14.45
1265192,16.41,14.94
1265244,16.41,14.94
1265295,16.41,14.94
1265346,16.41,15.43
1265397,16.41,14.94
1265448,16.41,14.94
1265500,16.41,14.94
1265551,16.41,14.94
1265602,16.41,14.94
1265653,16.41,14.94
1265704,16.41,14.94
1265756,16.41,14.94
1265807,16.41,14.94
1265858,16.41,14.94
1265909,16.41,14.94
1265960,16.41,15.43
1266012,16.41,15.43
1266063,16.41,14.94
1266114,16.41,14.94
1266165,16.41,14.45
1266216,16.41,14.94
1266268,16.41,15.43
1266319,16.41,14.94
1266370,16.41,15.43
1266421,16.41,14.94
1266472,16.41,14.94
1266524,16.41,14.45
1266575,16.41,14.94
1266626,16.41,14.94
1266677,16.41,14.94
1266728,16.41,14.94
1266780,16.41,14.94
1266831,16.41,14.94
1266882,16.41,14.45
1266933,16.41,14.94
1266984,16.41,14.94
1267036,16.41,14.94
1267087,16.41,15.43
1267138,16.41,14.94
1267189,16.41,14.94
1267240,16.41,14.45
1267292,16.41,15.43
1267343,16.41,14.94
1267394,16.41,15.43
1267445,16.41,14.94
1267496,16.41,15.43
1267548,16.41,14.45
1267599,16.41,14.94
1267650,16.41,15.43
1267701,16.41,14.94
1267752,16.41,14.94
1267804,16.41,15.43
1267855,16.41,14.94
1267906,16.41,14.94
1267957,16.41,14.94
1268008,16.41,14.94
1268060,16.41,14.94
1268111,16.41,15.43
1268162,16.41,15.43
1268213,16.41,14.94
1268264,16.41,14.94
1268316,16.41,14.45
1268367,16.41,14.94
1268418,16.41,14.94
1268469,16.41,14.94
1268520,16.41,14.94
1268572,16.41,14.94
1268623,16.41,14.94
1268674,16.41,14.94
1268725,16.41,15.43
1268776,16.41,14.94
1268828,16.41,15.43
1268879,16.41,14.94
1268930,16.41,14.94
1268981,16.41,14.94
1269032,16.41,15.43
1269084,16.41,14.94
1269134,16.41,14.94
1269185,16.41,15.43
1269236,16.41,15.43
1269287,16.41,14.94
1269339,16.41,14.94
1269390,16.41,14.94
1269441,16.41,15.43
1269492,16.41,14.94
1269543,16.41,14.94
1269595,16.41,15.43
1269646,16.41,14.94
1269697,16.41,14.94
1269748,16.41,14.94
1269799,16.41,14.94
1269851,16.41,14.45
1269902,16.41,15.43
1269953,16.41,14.94
1270004,16.41,15.43
1270055,16.41,14.94
1270107,16.41,14.45
1270158,16.41,14.94
1270209,16.41,14.45
1270260,16.41,14.94
1270311,16.41,14.94
1270363,16.41,14.94
1270414,16.41,15.43
1270465,16.41,14.94
1270516,16.41,14.94
1270567,16.41,14.94
1270619,16.41,14.94
1270670,16.41,14.94
1270721,16.41,15.43
1270772,16.41,14.94
1270823,16.41,15.43
1270875,16.41,14.94
1270926,16.41,15.43
1270977,16.41,15.43
1271028,16.41,15.43
1271079,16.41,14.94
1271131,16.41,14.94
1271182,16.41,14.94
1271233,16.41,15.43
1271284,16.41,14.94
1271335,16.41,15.43
1271387,16.41,14.45
1271438,16.41,14.94
1271489,16.41,14.94
1271540,16.41,14.94
1271591,16.41,14.94
1271643,16.41,15.43
1271694,16.41,14.94
1271745,16.41,15.43
1271796,16.41,15.43
1271847,16.41,14.94
1271899,16.41,14.94
1271950,16.41,15.43
1272001,16.41,15.43
1272052,16.41,15.43
1272103,16.41,14.94
1272155,16.41,14.94
1272206,16.41,14.94
1272257,16.41,14.94
1272308,16.41,15.43
1272359,16.41,14.94
1272411,16.41,15.43
1272462,16.41,14.45
1272513,16.41,14.94
1272564,16.41,14.94
1272615,16.41,14.94
1272667,16.41,15.43
1272718,16.41,14.94
1272769,16.41,14.94
1272820,16.41,14.94
1272871,16.41,15.43
1272923,16.41,14.94
1272974,16.41,15.43
1273025,16.41,14.94
1273076,16.41,14.94
1273127,16.41,14.94
1273179,16.41,14.94
1273230,16.41,15.43
1273281,16.41,14.45
1273332,16.41,14.94
1273383,16.41,14.94
1273435,16.41,14.94
1273486,16.41,14.45
1273537,16.41,14.94
1273588,16.41,15.43
1273639,16.41,14.94
1273691,16.41,15.43
1273742,16.41,14.94
1273793,16.41,14.94
1273844,16.41,14.94
1273895,16.41,14.94
1273947,16.41,14.94
1273998,16.41,14.45
1274049,16.41,14.45
1274100,16.41,14.94
1274151,16.41,14.45
1274203,16.41,14.94
1274254,16.41,14.94
1274305,16.41,14.94
1274356,16.41,14.94
1274407,16.41,14.45
1274459,16.41,14.94
1274510,16.41,14.45
1274561,16.41,14.94
1274612,16.41,14.94
1274663,16.41,15.43
1274715,16.41,15.43
1274766,16.41,14.94
1274817,16.41,15.43
1274868,16.41,14.94
1274919,16.41,15.43
1274971,16.41,15.43
1275022,16.41,15.43
1275073,16.41,15.43
1275124,16.41,14.94
1275175,16.41,14.94
1275227,16.41,15.43
1275278,16.41,15.43
1275329,16.41,15.43
1275380,16.41,14.94
1275431,16.41,14.94
1275483,16.41,14.94
1275534,16.41,14.94
1275585,16.41,14.94
1275636,16.41,15.43
1275687,16.41,14.94
1275738,16.41,15.43
1275789,16.41,15.43
1275840,16.41,15.43
1275891,16.41,14.94
1275942,16.41,14.45
1275994,16.41,15.43
1276045,16.41,15.43
1276096,16.41,14.94
1276147,16.41,15.43
1276198,16.41,14.94
1276250,16.41,15.43
1276301,16.41,14.94
1276352,16.41,14.94
1276403,16.41,15.43
1276454,16.41,14.94
1276506,16.41,14.94
1276557,16.41,14.45
1276608,16.41,14.94
1276659,16.41,14.94
1276710,16.41,14.45
1276762,16.41,15.43
1276813,16.41,14.94
1276864,16.41,14.94
1276915,16.41,14.94
1276966,16.41,14.94
1277018,16.41,14.94
1277069,16.41,14.94
1277120,16.41,14.94
1277171,16.41,14.94
1277222,16.41,14.94
1277274,16.41,14.94
1277325,16.41,14.94
1277376,16.41,14.94
1277427,16.41,14.94
1277478,16.41,15.43
1277530,16.41,14.94
1277581,16.41,14.94
1277632,16.41,14.45
1277683,16.41,14.94
1277734,16.41,15.43
1277786,16.41,15.43
1277837,16.41,14.45
1277888,16.41,14.94
1277939,16.41,14.94
1277990,16.41,15.43
1278042,16.41,14.94
1278093,16.41,15.43
1278144,16.41,15.43
1278195,16.41,15.43
1278246,16.41,15.43
1278298,16.41,14.45
1278349,16.41,14.94
1278400,16.41,14.94
1278451,16.41,14.94
1278502,16.41,14.94
1278554,16.41,14.45
1278605,16.41,14.94
1278656,16.41,14.94
1278707,16.41,14.94
1278758,16.41,13.96
1278810,16.41,14.94
1278861,16.41,14.94
1278912,16.41,14.45
1278963,16.41,14.45
1279014,16.41,15.43
1279066,16.41,14.94
1279117,16.41,14.94
1279168,16.41,14.45
1279219,16.41,14.94
1279270,16.41,14.45
1279322,16.41,14.94
1279373,16.41,14.94
1279424,16.41,14.94
1279475,16.41,14.45
1279526,16.41,14.94
1279578,16.41,14.94
1279629,16.41,14.94
1279680,16.41,14.94
1279731,16.41,14.94
1279782,16.41,14.94
1279834,16.41,15.43
1279885,16.41,14.94
1279936,16.41,15.43
1279987,16.41,14.94
1280038,16.41,15.43
1280090,16.41,14.94
1280141,16.41,14.94
1280192,16.41,15.43
1280243,16.41,14.94
1280294,16.41,14.94
1280346,16.41,14.94
1280397,16.41,14.94
1280448,16.41,14.94
1280499,16.41,14.94
1280550,16.41,14.94
1280601,16.41,14.94
1280652,16.41,14.94
1280703,16.41,14.94
1280754,16.41,15.43
1280805,16.41,15.43
1280857,16.41,14.94
1280908,16.41,15.43
1280959,16.41,15.43
1281010,16.41,14.94
1281061,16.41,15.43
1281113,16.41,14.94
1281164,16.41,15.43
1281215,16.41,15.43
1281266,16.41,14.94
1281317,16.41,14.94
1281369,16.41,14.94
1281420,16.41,15.43
1281471,16.41,15.43
1281522,16.41,15.43
1281573,16.41,15.43
1281625,16.41,14.94
1281676,16.41,14.94
1281727,16.41,14.94
1281778,16.41,15.43
1281829,16.41,15.43
1281881,16.41,14.94
1281932,16.41,15.43
1281983,16.41,14.94
1282034,16.41,14.94
1282085,16.41,15.43
1282137,16.41,15.43
1282188,16.41,15.43
1282239,16.41,14.45
1282290,16.41,15.43
1282341,16.41,14.94
1282393,16.41,14.94
1282444,16.41,14.94
1282495,16.41,15.43
1282546,16.41,14.94
1282597,16.41,15.43
1282649,16.41,15.43
1282700,16.41,14.94
1282751,16.41,14.45
1282802,16.41,14.94
1282853,16.41,15.43
1282905,16.41,14.94
1282956,16.41,15.43
1283007,16.41,15.43
1283058,16.41,14.94
1283109,16.41,14.94
1283161,16.41,14.94
1283212,16.41,14.94
1283263,16.41,14.94
1283314,16.41,15.43
1283365,16.41,14.94
1283417,16.41,15.92
1283468,16.41,15.43
1283519,16.41,14.94
1283570,16.41,15.43
1283621,16.41,15.43
1283673,16.41,15.43
1283724,16.41,14.94
1283775,16.41,14.94
1283826,16.41,15.43
1283877,16.41,14.94
1283929,16.41,15.43
1283980,16.41,15.43
1284031,16.41,15.43
1284082,16.41,15.43
1284133,16.41,14.94
1284185,16.41,15.43
1284236,16.41,15.43
1284287,16.41,14.94
1284338,16.41,14.94
1284389,16.41,14.94
1284441,16.41,14.94
1284492,16.41,14.94
1284543,16.41,14.94
1284594,16.41,14.94
1284645,16.41,14.94
1284697,16.41,15.43
1284748,16.41,14.94
1284799,16.41,14.94
1284850,16.41,15.43
1284901,16.41,14.94
1284953,16.41,14.94
1285004,16.41,15.43
1285055,16.41,14.94
1285106,16.41,14.94
1285157,16.41,14.94
1285209,16.41,15.43
1285260,16.41,14.45
1285311,16.41,14.94
1285362,16.41,15.43
1285412,16.41,14.94
1285464,16.41,15.43
1285515,16.41,14.45
1285566,16.41,14.94
1285617,16.41,15.43
1285668,16.41,14.94
1285720,16.41,15.43
1285771,16.41,14.94
1285822,16.41,14.94
1285873,16.41,14.94
1285924,16.41,14.94
1285976,16.41,15.92
1286027,16.41,15.43
1286078,16.41,15.43
1286129,16.41,14.94
1286180,16.41,15.43
1286232,16.41,14.45
1286283,16.41,14.94
1286334,16.41,14.94
1286385,16.41,14.94
1286436,16.41,15.43
1286488,16.41,14.94
1286539,16.41,14.94
1286590,16.41,15.43
1286641,16.41,14.94
1286692,16.41,14.94
1286744,16.41,15.43
1286795,16.41,14.94
1286846,16.41,14.94
1286897,16.41,14.94
1286948,16.41,15.43
1287000,16.41,14.94
1287051,16.41,15.43
1287102,16.41,15.43
1287153,16.41,14.94
1287204,16.41,14.94
1287256,16.41,14.94
1287307,16.41,15.43
1287358,16.41,15.43
1287409,16.41,15.43
1287460,16.41,15.43
1287512,16.41,14.94
1287563,16.41,14.94
1287614,16.41,14.94
1287665,16.41,14.94
1287716,16.41,14.94
1287768,16.41,15.43
1287819,16.41,15.43
1287870,16.41,14.94
1287921,16.41,14.94
1287972,16.41,14.94
1288024,16.41,14.94
1288075,16.41,14.94
1288126,16.41,14.45
1288177,16.41,15.43
1288228,16.41,14.94
1288280,16.41,14.45
1288331,16.41,14.94
1288382,16.41,14.45
1288433,16.41,14.94
1288484,16.41,14.94
1288536,16.41,14.94
1288587,16.41,14.94
1288638,16.41,14.45
1288689,16.41,14.45
1288740,16.41,14.94
1288792,16.41,15.43
1288843,16.41,15.43
1288894,16.41,14.94
1288945,16.41,14.94
1288996,16.41,14.94
1289048,16.41,14.94
1289099,16.41,14.45
1289150,16.41,14.94
1289201,16.41,15.43
1289252,16.41,14.94
1289304,16.41,14.45
1289355,16.41,15.43
1289406,16.41,14.94
1289457,16.41,14.94
1289508,16.41,14.94
1289560,16.41,15.43
1289610,16.41,14.94
1289661,16.41,14.94
1289712,16.41,14.94
1289763,16.41,14.94
1289815,16.41,14.94
1289866,16.41,15.43
1289917,16.41,14.94
1289968,16.41,14.94
1290019,16.41,14.94
1290071,16.41,14.45
1290122,16.41,14.94
1290173,16.41,14.94
1290224,16.41,14.94
1290275,16.41,14.45
1290327,16.41,14.94
1290378,16.41,14.94
1290429,16.41,14.94
1290480,16.41,14.94
1290531,16.41,14.94
1290583,16.41,15.43
1290634,16.41,14.94
1290685,16.41,14.94
