Time (milliseconds),Input (-12 C),Temp (C)
204021,-12,-7.52
204072,-12,-7.52
204124,-12,-6.54
204175,-12,-7.03
204226,-12,-7.03
204276,-12,-6.54
204327,-12,-7.52
204379,-12,-7.03
204430,-12,-7.03
204481,-12,-7.03
204532,-12,-7.03
204583,-12,-7.03
204635,-12,-7.03
204686,-12,-7.52
204737,-12,-7.03
204788,-12,-7.03
204838,-12,-7.03
204890,-12,-6.54
204941,-12,-6.54
204992,-12,-7.03
205043,-12,-6.54
205094,-12,-8.01
205146,-12,-7.03
205197,-12,-7.52
205248,-12,-7.03
205299,-12,-7.03
205349,-12,-7.52
205401,-12,-7.03
205452,-12,-7.03
205503,-12,-7.03
205554,-12,-6.54
205605,-12,-7.52
205657,-12,-7.52
205708,-12,-7.52
205759,-12,-7.03
205810,-12,-6.54
205861,-12,-7.52
205912,-12,-7.03
205963,-12,-7.52
206014,-12,-7.52
206065,-12,-6.54
206116,-12,-7.52
206168,-12,-7.03
206219,-12,-7.52
206270,-12,-7.52
206321,-12,-6.54
206372,-12,-7.52
206423,-12,-8.01
206474,-12,-7.52
206525,-12,-7.52
206576,-12,-7.03
206627,-12,-7.03
206679,-12,-7.03
206730,-12,-7.03
206781,-12,-7.52
206832,-12,-7.52
206883,-12,-7.03
206935,-12,-8.01
206985,-12,-7.52
207036,-12,-7.03
207087,-12,-7.03
207138,-12,-7.52
207190,-12,-7.52
207241,-12,-7.03
207292,-12,-7.52
207343,-12,-7.52
207394,-12,-7.52
207446,-12,-7.52
207496,-12,-7.52
207547,-12,-7.52
207598,-12,-7.03
207649,-12,-7.03
207700,-12,-7.03
207752,-12,-7.52
207803,-12,-7.03
207854,-12,-7.52
207905,-12,-8.01
207956,-12,-7.52
208008,-12,-7.52
208058,-12,-7.03
208109,-12,-7.52
208160,-12,-8.01
208211,-12,-7.52
208263,-12,-7.52
208314,-12,-7.03
208365,-12,-7.03
208416,-12,-7.52
208467,-12,-8.01
208519,-12,-7.52
208569,-12,-7.52
208620,-12,-7.03
208671,-12,-7.03
208722,-12,-7.52
208774,-12,-7.52
208825,-12,-7.52
208876,-12,-7.52
208927,-12,-7.03
208978,-12,-7.52
209030,-12,-7.52
209081,-12,-7.03
209131,-12,-7.03
209182,-12,-7.03
209233,-12,-7.03
209285,-12,-7.52
209336,-12,-7.52
209387,-12,-7.52
209438,-12,-7.52
209489,-12,-7.52
209541,-12,-7.52
209592,-12,-8.01
209643,-12,-8.01
209693,-12,-7.52
209744,-12,-7.52
209796,-12,-7.52
209847,-12,-8.01
209898,-12,-7.03
209949,-12,-7.52
210000,-12,-7.52
210052,-12,-7.03
210103,-12,-7.03
210154,-12,-7.52
210204,-12,-8.5
210255,-12,-8.01
210307,-12,-8.01
210358,-12,-8.01
210409,-12,-8.01
210460,-12,-7.03
210511,-12,-7.52
210563,-12,-7.03
210614,-12,-7.52
210665,-12,-8.5
210716,-12,-7.52
210766,-12,-8.01
210818,-12,-7.52
210869,-12,-7.52
210920,-12,-6.54
210971,-12,-7.52
211022,-12,-8.01
211074,-12,-8.01
211125,-12,-8.01
211176,-12,-7.52
211227,-12,-8.01
211278,-12,-7.52
211329,-12,-7.52
211380,-12,-8.01
211431,-12,-7.52
211482,-12,-7.52
211533,-12,-8.01
211585,-12,-7.03
211636,-12,-7.03
211687,-12,-7.03
211738,-12,-7.52
211789,-12,-7.52
211840,-12,-7.52
211891,-12,-7.03
211942,-12,-7.52
211993,-12,-7.52
212044,-12,-7.52
212096,-12,-8.01
212147,-12,-7.03
212198,-12,-8.01
212249,-12,-7.52
212300,-12,-7.03
212352,-12,-8.01
212402,-12,-7.52
212453,-12,-7.03
212504,-12,-7.52
212555,-12,-7.52
212606,-12,-8.01
212658,-12,-7.03
212709,-12,-7.03
212760,-12,-7.03
212811,-12,-7.52
212862,-12,-7.52
212913,-12,-7.52
212964,-12,-7.03
213015,-12,-7.52
213066,-12,-7.52
213117,-12,-7.03
213169,-12,-7.52
213220,-12,-8.01
213271,-12,-7.03
213322,-12,-7.52
213373,-12,-7.03
213425,-12,-8.01
213475,-12,-8.01
213526,-12,-7.52
213577,-12,-8.01
213628,-12,-8.01
213680,-12,-7.52
213731,-12,-7.52
213782,-12,-8.01
213833,-12,-8.01
213884,-12,-7.52
213936,-12,-8.01
213987,-12,-7.52
214037,-12,-8.01
214088,-12,-7.52
214139,-12,-7.52
214191,-12,-8.01
214242,-12,-7.52
214293,-12,-7.52
214344,-12,-8.01
214395,-12,-7.03
214447,-12,-8.01
214498,-12,-8.5
214549,-12,-7.52
214599,-12,-7.52
214650,-12,-7.03
214702,-12,-7.52
214753,-12,-8.01
214804,-12,-8.01
214855,-12,-7.03
214906,-12,-8.01
214958,-12,-7.03
215009,-12,-8.01
215060,-12,-8.5
215110,-12,-8.01
215161,-12,-7.52
215213,-12,-7.52
215264,-12,-7.52
215315,-12,-8.01
215366,-12,-7.52
215417,-12,-7.52
215469,-12,-8.01
215520,-12,-8.5
215571,-12,-7.03
215622,-12,-8.01
215672,-12,-7.52
215724,-12,-8.01
215775,-12,-8.5
215826,-12,-8.5
215877,-12,-7.52
215928,-12,-8.01
215980,-12,-8.5
216031,-12,-7.52
216082,-12,-8.01
216133,-12,-8.5
216184,-12,-8.01
216235,-12,-8.01
216286,-12,-7.52
216337,-12,-8.01
216388,-12,-8.01
216439,-12,-8.01
216491,-12,-7.52
216542,-12,-8.5
216593,-12,-8.5
216644,-12,-8.01
216695,-12,-7.52
216745,-12,-7.52
216797,-12,-7.52
216848,-12,-8.01
216899,-12,-8.01
216950,-12,-7.52
217001,-12,-8.01
217053,-12,-7.52
217104,-12,-8.01
217155,-12,-8.5
217206,-12,-8.01
217257,-12,-8.01
217308,-12,-8.01
217359,-12,-7.52
217410,-12,-8.01
217461,-12,-8.01
217512,-12,-8.01
217564,-12,-7.52
217615,-12,-8.01
217666,-12,-8.01
217717,-12,-8.5
217768,-12,-8.01
217820,-12,-8.01
217870,-12,-8.01
217921,-12,-7.52
217972,-12,-7.52
218023,-12,-8.01
218075,-12,-8.01
218126,-12,-8.01
218177,-12,-8.01
218228,-12,-8.01
218279,-12,-7.52
218331,-12,-8.01
218381,-12,-7.52
218432,-12,-7.52
218483,-12,-7.03
218534,-12,-8.01
218586,-12,-7.52
218637,-12,-7.52
218688,-12,-8.01
218739,-12,-8.01
218790,-12,-8.01
218842,-12,-8.01
218893,-12,-7.03
218943,-12,-8.01
218994,-12,-8.01
219045,-12,-7.52
219097,-12,-8.01
219148,-12,-7.52
219199,-12,-7.52
219250,-12,-8.98
219301,-12,-8.5
219353,-12,-8.5
219404,-12,-8.5
219455,-12,-7.52
219505,-12,-8.5
219556,-12,-7.52
219608,-12,-8.01
219659,-12,-7.52
219710,-12,-8.5
219761,-12,-8.01
219812,-12,-7.52
219864,-12,-8.01
219915,-12,-8.01
219966,-12,-7.52
220017,-12,-7.52
220067,-12,-8.01
220119,-12,-8.5
